Item Id,Item Name,Price,Sales,Shop Name,Commission Rate,Commission,Product Link,Offer Link
23592865360,Escova Para Limpeza Automotiva Caixa de Roda Escova Lavar Pneu Microfibra Para Rodas Pneus Vonder,"R$32,94",801,Fonte.do Brilho,8%,"R$2,64",https://shopee.com.br/product/322584913/23592865360,https://s.shopee.com.br/9zhH9G09l4
23897550674,Espelho Redondo Adnet 30cm Com Alça + Suporte e Pendurador Ideal Para Sala / Banheiro / Quarto,"R$38,00","43,2mil",Outlet dos Espelhos,11%,"R$4,18",https://shopee.com.br/product/408999524/23897550674,https://s.shopee.com.br/AA0hLYzWQ7
22591749660,Frigideira Antiaderente 3 Furos Divisórias Fritar Ovo Lanche Hambúrguer Jogo de Panelas Multiuso,"R$39,80","10,9mil",Eterno-shop,10%,"R$3,98",https://shopee.com.br/product/728525193/22591749660,https://s.shopee.com.br/9f4Qke1QR2
22791523448,Mini Aspirador De pó Portátil Automotivo e Casa Potente Recarregável,"R$23,99","137,6mil",ANJ.GG store,7%,"R$1,68",https://shopee.com.br/product/391739739/22791523448,https://s.shopee.com.br/9pNqwx0n65
19130166653,Puff Gigante Redondo140x20 Sem Enchimento Suede Premium Linha Gold,"R$61,20",7mil,MA MEGA SHOP,13%,"R$7,96",https://shopee.com.br/product/290232575/19130166653,https://s.shopee.com.br/9KRaM22h70
22892914553,Video game Stick 4K Com 20000 Jogos 64gb 2 Controles Sem Fio Console Portatil Jogos Retro Video Game,"R$105,60","20,6mil",Hybe Store,9%,"R$9,50",https://shopee.com.br/product/432679242/22892914553,https://s.shopee.com.br/9Ul0YL23m3
21897664611,"Kit Completo Cozinha Potes de Alimentos, Frascos de armazenamento de Acrílico. BC-77/78/79","R$16,99","1,8mil",New Daily _Brasil,3%,"R$0,51",https://shopee.com.br/product/1195620126/21897664611,https://s.shopee.com.br/6KnymWE7CS
20097726712,Ventilador de teto Com Luz para Pequenos Espaços (6 Hélices) Controle Remoto Bivolt LED 110V-220V,"R$89,99","7,5mil",vipcasa,10%,"R$9,00",https://shopee.com.br/product/1024782317/20097726712,https://s.shopee.com.br/6V7OypDTrV
22997696142,Caixa De Som Extreme 3 Tamanho 23 CM ou 33 CM Bluetooth Rádio 70W 120W,"R$109,90",2mil,Cronos Importadora,10%,"R$10,99",https://shopee.com.br/product/683422744/22997696142,https://s.shopee.com.br/60B8NuFNsQ
25035339839,"2024 Novos Sapatos Masculinos Da Moda De Quatro Estações Com Sola Macia Versátil , Comércio Exterior Pequenos Brancos","R$23,70",139,putonbeauty1.br,3%,"R$0,71",https://shopee.com.br/product/489308896/25035339839,https://s.shopee.com.br/6AUYaDEkXT
19297683502,Cortador Multifuncional Fatiador De Verduras/frutas/legumes,"R$49,99","6,2mil",WS Diario,8%,"R$4,00",https://shopee.com.br/product/698887220/19297683502,https://s.shopee.com.br/5fYHzIGeYO
22397614313,"Projetor 4K HD 150 Polegadas Celular, Tv B0x, Xbox, PS, Pc, Wifi HY300 Pro Magcubic Envio Imediato","R$284,99","1,5mil",MAIS LEGAL SHOP,9%,"R$25,65",https://shopee.com.br/product/1171941844/22397614313,https://s.shopee.com.br/5priBbG1DR
21137298849,Vestido Longo Feminino Floral Boho Estampado Cinto Balanço Sem Mangas Com Decote Em V,"R$91,99",491,beautiful_diary,10%,"R$9,20",https://shopee.com.br/product/572324101/21137298849,https://s.shopee.com.br/5KvRagHvEM
25170981087,3M 300 Luz De Cortina LED 8 Modos De Iluminação Luzes De Fada De Fadas USB Para Decorações De Natal,"R$21,52","69,2mil",Choice Oficial,13%,"R$2,80",https://shopee.com.br/product/1006215031/25170981087,https://s.shopee.com.br/5VErmzHHtP
11151583052,Rastreador Atividade Anti-Perda Bluetooth Sem Fio Para Animais De Estimação / Cachorros / Multicolorido,"R$15,10","1,1mil",character.br,13%,"R$1,96",https://shopee.com.br/product/427568303/11151583052,https://s.shopee.com.br/7fJMMy92Uq
18350103557,Removedor De Arranhões De Carro Kit De Reparo De Tinta De Corpo Composto Acessórios Automáticos,"R$12,99","22,3mil",07benao.br,10%,"R$1,30",https://shopee.com.br/product/826054756/18350103557,https://s.shopee.com.br/7pcmZH8P9t
21397724421,Tripé Estabilizador de Mão kit 5 em 1 gimbal Microfone Celular Gravação De Vídeo,"R$38,79","7,9mil",LIULIU,7%,"R$2,72",https://shopee.com.br/product/1066052934/21397724421,https://s.shopee.com.br/7KgVyMAJAo
21154240500,Calças Jogger Masculina com punho Premium qualidade moda homem Estilos,"R$29,90","55,1mil",Fashion Modas T.&.E,13%,"R$3,89",https://shopee.com.br/product/447199298/21154240500,https://s.shopee.com.br/7UzwAf9fpr
23593399977,Camiseta Masculina QUEIMA DE ESTOQUE Estampa e Cor Aleatoria Camisa 100% algodão,"R$19,72",2mil,Outlett da moda ,7%,"R$1,38",https://shopee.com.br/product/285590701/23593399977,https://s.shopee.com.br/703fZkBZqm
23297184254,Pisca Pisca 100 Leds USB Árvore Natal Decoração Colorido Led 10M Prova D'Agua Interno Bivolt,"R$19,99","16,7mil",LOJA TEX.,7%,"R$1,40",https://shopee.com.br/product/1036834561/23297184254,https://s.shopee.com.br/7AN5m3AwVp
22797989496,Escova Elétrica de Limpeza 5 em 1 Sem Fio Limpador Multiuso Prático Com Mais Duas Cabeças de Escova,"R$27,89","16,9mil",Black Jack 2022,7%,"R$1,95",https://shopee.com.br/product/711189782/22797989496,https://s.shopee.com.br/6fQpB8CqWk
23896976641,Arvore Natal Grande Pinheiro Decoração Natal 120cm 150cm 180cm 210cm Até 450Galhos,"R$38,99","9,2mil",Mundo da Utilidade,7%,"R$2,73",https://shopee.com.br/product/428672730/23896976641,https://s.shopee.com.br/6pkFNRCDBn
17932371232,Mini Processador Elétrico de Alimentos Portátil com 3 lâminas de aço inox USB 250 ml Bivolt,"R$21,99","179,6mil",DAFUSHOP_brasil,9%,"R$1,98",https://shopee.com.br/product/328666563/17932371232,https://s.shopee.com.br/3q6dnvNdHE
23697008875,Série 8 Bluetooth Smartwatch T800 Ultra T900 PRO MAX L i9 Ultra Max L900 Ultra 2 IWO,"R$48,30","12,3mil",YYPP SHOP,18%,"R$8,69",https://shopee.com.br/product/1086436777/23697008875,https://s.shopee.com.br/3fnDbcOGcD
22892833180,Verde Kit Chaves Jogo Catraca Reversível Soquetes 46 Peças Maleta Promoção,"R$27,98","22,8mil",RISESHOP_brasil,7%,"R$1,96",https://shopee.com.br/product/832036467/22892833180,https://s.shopee.com.br/3VTnPJOtxC
22593166334,Kit De 6 Facas Churrasco Cozinha Profissional Antiaderente-envio Imediato,"R$19,00","21,5mil",SANFANG,13%,"R$2,47",https://shopee.com.br/product/484197168/22593166334,https://s.shopee.com.br/3LAND0PXIB
19497228370,Camisa Pólo De Verão Listrado Masculino Casual Beach Sports Retro Botão POLO Tops,"R$55,00",332,yqy0002.br,23%,"R$12,65",https://shopee.com.br/product/1028314332/19497228370,https://s.shopee.com.br/3Aqx0hQAdA
12081376172,Panela De Pressão Elétrica Inox - 4 Litros - Multifuncional Digital - In Brasil,"R$299,70","2,7mil",2amais,10%,"R$29,97",https://shopee.com.br/product/675280062/12081376172,https://s.shopee.com.br/30XWoOQny9
23196192768,Conjunto Degradê Academia Fitness Legging Cintura Alta e Bojo Conjunto Feminino Oferta,"R$57,90","2,4mil",Feizzi Fitness,18%,"R$10,42",https://shopee.com.br/product/340156061/23196192768,https://s.shopee.com.br/2qE6c5RRJ8
21099242430,Kit 6 Peças Conjunto de Faca Churrasco Carne Legumes Descascador Tesoura Profissional,"R$16,80","24,2mil",Bueno-SHOP,14%,"R$2,35",https://shopee.com.br/product/398664690/21099242430,https://s.shopee.com.br/2fugPmS4e7
23092681032,Decoracao de Quarto Kit Quadros Decorativos + Frase Abençoado por Deus PROMOÇÃO,"R$27,00","24,1mil",Van Hout - Decor,33%,"R$8,91",https://shopee.com.br/product/501385574/23092681032,https://s.shopee.com.br/5Ac1ONIYZc
19297754145,400ML 6 Lâminas Espremedor Elétrico Mini Liquidificador Portátil De Suco De Alimentos Misturador Leite,"R$32,88","9,2mil",Hybe Store,9%,"R$2,96",https://shopee.com.br/product/432679242/19297754145,https://s.shopee.com.br/50IbC4JBub
22892660836,Kit 2 Pneus Aro 14 Linha Premium 175/65/14  Promoção IN : 002344/2016,"R$399,00",645,LOJÃO DOS PNEUS,3%,"R$11,97",https://shopee.com.br/product/1057977725/22892660836,https://s.shopee.com.br/4pzAzlJpFa
22097756380,"Escova De Limpeza elétrico Ajustável Janela Banheiro e Cozinha 9 em 1 Recarregável, Esfregão 3 em 1","R$29,99","6,5mil",LIULIU,7%,"R$2,10",https://shopee.com.br/product/1066052934/22097756380,https://s.shopee.com.br/4ffknSKSaZ
19952794031,KONG 2-Tier Spice Rack Organizador De Condimentos Cozinha Montado Na Parede Louça De Mesa Suprimentos De Armazenamento,"R$45,00","1,4mil",Kongfu Mall,7%,"R$3,15",https://shopee.com.br/product/852326337/19952794031,https://s.shopee.com.br/4VMKb9L5vY
16892189215,Bicicleta 29 GT Sprint MX7 24V index Freio Disco Alumínio MTB,"R$814,90","4,7mil",Southbike Oficial,7%,"R$57,04",https://shopee.com.br/product/912905460/16892189215,https://s.shopee.com.br/4L2uOqLjGX
23191737470,Refrigerador De Ar Ventilador Umidificador Portátil Com Led Reservatório De Água Led TIPO C USB Alex,"R$42,99","11,4mil",Alex.store,3%,"R$1,29",https://shopee.com.br/product/478697224/23191737470,https://s.shopee.com.br/4AjUCXMMbW
11678183321,Mochila Bolsa Viagem Trabalho Escola Faculdade Universidade Feminino e Masculino,"R$39,90","9,5mil",SHIMA & ZAKI,16%,"R$6,38",https://shopee.com.br/product/364186110/11678183321,https://s.shopee.com.br/40Q40EMzwV
19399241972,"Panela De Pressão Fechamento Externo 4,5 Litros Premium Cozimento Rápido","R$69,96","2,7mil",UnyMix Home,10%,"R$7,00",https://shopee.com.br/product/811924245/19399241972,https://s.shopee.com.br/1B5sd1Xmgy
21299179885,Extratora Higienizadora Portátil  Borrifa Esfrega e Extrai Sujeira Colchão Sofá W3 1450W Wap,"R$649,99","1,9mil",Eletricario Loja Oficial,7%,"R$45,50",https://shopee.com.br/product/951290141/21299179885,https://s.shopee.com.br/10mSQiYQ1x
21699235312,Vestido MultiFormas Multiuso Noivas Madrinhas Casamento Eventos Formatura Festas,"R$31,60","10,7mil",wistlefashion,10%,"R$3,16",https://shopee.com.br/product/1178057475/21699235312,https://s.shopee.com.br/qT2EPZ3Mw
23192681130,"Torneira De Cozinha Cascata , 360 Rotação 3-Funções Bocal De Alta Pressão , Misturadora De Pia Para Torneira na parede","R$70,90",876,Terra Celestial,10%,"R$7,09",https://shopee.com.br/product/480622455/23192681130,https://s.shopee.com.br/g9c26Zghv
23398001147,Kit Ano Novo Reveillon Balão Metalizado 2025 Cortina Fitilho Metalizada 10 Bexiga Confete Decoração Festa,"R$49,99",351,Baloespravc do Brasil,3%,"R$1,50",https://shopee.com.br/product/522982102/23398001147,https://s.shopee.com.br/VqBpnaK2u
13177247531,Luminária de Mesa 20 Leds Bateria Recarregável USB Abajur Articulável Touch Controle de Intensidade,"R$28,99","4,1mil",ONE LIGHT SHOP,77%,"R$22,32",https://shopee.com.br/product/305201598/13177247531,https://s.shopee.com.br/LWldUaxNt
23995643834,Jogo Panela Caçarola Conjunto Kit 9 Pçs Antiaderente Tampa Vidro Teflon,"R$154,90","34,2mil",Casa Nova Alumínios,7%,"R$10,84",https://shopee.com.br/product/747680766/23995643834,https://s.shopee.com.br/BDLRBbais
23993329851,"Smartphone Xiaomi Redmi 14c 256gb/8gb  128gb/4gb  GLOBAL ORIGINAL Carregador 33w Tela 6,88","R$1.099,90",413,Loja Oficial Intermax,7%,"R$76,99",https://shopee.com.br/product/500079005/23993329851,https://s.shopee.com.br/tvEscE3r
18940609579,KONG Prateleira Banheiro Porta Shampoo Suporte Para Banheiro Cantoneira Porta Toalha Acessórios Para Banheiro Kit Banheiro,"R$49,00",168,Kongfu Mall,7%,"R$3,43",https://shopee.com.br/product/852326337/18940609579,https://s.shopee.com.br/2VbGDTShzM
22491618254,Fone Bluetooth Sem Fio De Ouvido  P9 TWS Macaron Headphone Fone de Ouvido  Envio Imediato,"R$29,20","38,2mil",Mega TechStore,7%,"R$2,04",https://shopee.com.br/product/872424585/22491618254,https://s.shopee.com.br/2LHq1ATLKL
21728823424,Kit 05 Toalhas de Banho Banhão Macia Gigante Grossa Felpuda Algodão Fofa,"R$71,99",24mil,D & L da Nossa Casa Até A Sua,19%,"R$13,68",https://shopee.com.br/product/675689334/21728823424,https://s.shopee.com.br/2AyPorTyfK
18198771437,Mini Liquidificador Portátil Shake 6 Laminas + Cabo USB,"R$23,69","163,6mil",tangshop_brasil,3%,"R$0,71",https://shopee.com.br/product/1041517511/18198771437,https://s.shopee.com.br/20ezcYUc0J
21297728433,Dispenser de Cereais Giratorio com 6 Divisorias para Graos Cereais Arroz Farinha Feijao,"R$41,99",144,DUYI SHOP,8%,"R$3,36",https://shopee.com.br/product/943306328/21297728433,https://s.shopee.com.br/1qLZQFVFLI
23922762207,iPhone 12 128GB vitrine original saúde bateria 100% com NF e garantia,"R$2.430,00",56,Walparts comercial,7%,"R$170,10",https://shopee.com.br/product/582353348/23922762207,https://s.shopee.com.br/1g29DwVsgH
12387412163,"Furadeira Parafusadeira 3/8"" a bateria 12V com kit de brocas e bits - BPF 12K3 - Wap","R$179,90","38,7mil",Dutra Máquinas,3%,"R$5,40",https://shopee.com.br/product/489001115/12387412163,https://s.shopee.com.br/1Vij1dWW1G
11755238619,Kit 3 Bermuda Moletom Esporte Com Bolso E Elastico Muito Confortavel,"R$69,90","30,4mil",Smart 10 Outlet,13%,"R$9,09",https://shopee.com.br/product/341206206/11755238619,https://s.shopee.com.br/1LPIpKX9MF
15461251514,Amolador Afiador De Facas Em Aço Inox Com 3 Afiadores,"R$12,99","103,4mil",BEST MO,7%,"R$0,91",https://shopee.com.br/product/569114904/15461251514,https://s.shopee.com.br/9A8A9j3KSm
21449768277,Mini Umidificador Difusor Aromatizador Egg Portátil Usb Led Aromatizador De Ambiente Purificador De Ar Casa Escritório,"R$15,99","376,8mil",Vida Criativa ,7%,"R$1,12",https://shopee.com.br/product/832031799/21449768277,https://s.shopee.com.br/8zojxQ3xnl
19497667714,Patinete Infantil 3 Rodas De Led Dobrável Scooter Crianças,"R$76,53","17,8mil",OPACOTE,8%,"R$6,12",https://shopee.com.br/product/762383390/19497667714,https://s.shopee.com.br/8pVJl74b8k
6581816603,Natura Tododia Hidratante Corporal Creme Desodorante 400ml,"R$37,90","2,7mil",Verde Rosa Mix,18%,"R$6,82",https://shopee.com.br/product/288144251/6581816603,https://s.shopee.com.br/8fBtYo5ETj
